station,valid,tmpc,dwpc,relh,drct,sped,mslp,p01m
CID,2017-09-01 00:52,17.22,12.22,72.42,70.00,10.35,1020.10,0.00
CID,2017-09-01 01:23,16.67,12.22,74.75,70.00,10.35,,0.00
CID,2017-09-01 01:52,16.11,12.22,77.72,60.00,10.35,1020.40,0.00
CID,2017-09-01 02:52,15.00,12.22,83.46,50.00,8.05,1020.70,0.00
CID,2017-09-01 03:39,15.00,11.67,80.75,60.00,9.20,,0.00
CID,2017-09-01 03:52,14.44,11.67,84.00,60.00,8.05,1021.00,0.00
CID,2017-09-01 04:52,13.33,11.67,90.29,90.00,8.05,1021.10,0.00
CID,2017-09-01 05:03,12.22,11.11,92.92,80.00,8.05,,0.00
CID,2017-09-01 05:15,12.78,11.11,89.59,80.00,8.05,,0.00
CID,2017-09-01 05:52,12.22,11.11,92.92,70.00,6.90,1021.30,0.00
CID,2017-09-01 06:13,11.67,11.11,96.03,70.00,6.90,,0.00
CID,2017-09-01 06:22,11.67,11.11,96.03,60.00,5.75,,0.00
CID,2017-09-01 06:52,11.11,10.56,96.73,80.00,6.90,1021.70,0.00
CID,2017-09-01 07:52,11.11,10.00,92.86,60.00,6.90,1021.50,0.00
CID,2017-09-01 08:52,11.11,10.00,92.86,60.00,9.20,1021.00,0.00
CID,2017-09-01 09:52,11.11,10.00,92.86,40.00,6.90,1020.90,0.00
CID,2017-09-01 10:52,11.11,10.00,92.86,40.00,5.75,1021.20,0.00
CID,2017-09-01 11:52,10.56,10.00,96.00,50.00,4.60,1021.60,0.00
CID,2017-09-01 12:52,11.11,10.56,96.73,90.00,8.05,1021.90,0.00
CID,2017-09-01 13:52,13.33,11.67,90.29,120.00,9.20,1021.70,0.00
CID,2017-09-01 14:52,16.67,12.78,77.53,130.00,11.50,1022.20,0.00
CID,2017-09-01 15:52,18.33,11.11,62.96,110.00,11.50,1022.00,0.00
CID,2017-09-01 16:52,18.89,10.56,58.62,120.00,10.35,1021.90,0.00
CID,2017-09-01 17:52,20.56,11.11,54.45,100.00,9.20,1021.00,0.00
CID,2017-09-01 18:52,21.11,10.00,49.03,,3.45,1020.60,0.00
CID,2017-09-01 19:52,21.67,10.00,47.23,,3.45,1020.10,0.00
CID,2017-09-01 20:52,22.22,8.33,40.79,80.00,9.20,1019.60,0.00
CID,2017-09-01 21:52,21.67,7.78,40.65,120.00,8.05,1019.40,0.00
CID,2017-09-01 22:52,20.56,7.22,41.90,120.00,8.05,1019.20,0.00
CID,2017-09-01 23:52,18.33,10.00,58.47,120.00,6.90,1019.00,0.00
CID,2017-09-02 00:52,15.56,10.00,69.24,0.00,0.00,1019.50,0.00
CID,2017-09-02 01:52,15.00,8.89,66.83,90.00,4.60,1019.60,0.00
CID,2017-09-02 02:52,11.11,8.89,86.17,110.00,3.45,1019.50,0.00
CID,2017-09-02 03:52,11.67,9.44,85.59,0.00,0.00,1019.30,0.00
CID,2017-09-02 04:52,10.00,8.89,92.80,0.00,0.00,1019.40,0.00
CID,2017-09-02 05:52,10.00,8.89,92.80,110.00,5.75,1019.20,0.00
CID,2017-09-02 06:52,8.33,7.78,96.66,110.00,6.90,1018.80,0.00
CID,2017-09-02 07:52,10.00,8.33,89.04,120.00,4.60,1018.30,0.00
CID,2017-09-02 08:52,10.56,9.44,92.14,110.00,3.45,1017.80,0.00
CID,2017-09-02 09:52,11.67,10.00,89.18,0.00,0.00,1018.00,0.00
CID,2017-09-02 10:52,10.56,9.44,92.14,120.00,4.60,1018.20,0.00
CID,2017-09-02 11:52,11.11,10.00,92.86,150.00,4.60,1018.10,0.00
CID,2017-09-02 12:52,12.22,10.56,89.88,170.00,5.75,1018.30,0.00
CID,2017-09-02 13:52,13.33,11.11,86.71,190.00,8.05,1018.10,0.00
CID,2017-09-02 14:52,15.56,11.67,77.65,200.00,10.35,1018.00,0.00
CID,2017-09-02 15:52,17.22,12.22,72.42,210.00,8.05,1017.90,0.00
CID,2017-09-02 16:52,20.00,12.78,63.12,200.00,9.20,1017.10,0.00
CID,2017-09-02 17:52,20.56,13.33,62.80,180.00,10.35,1016.20,0.00
CID,2017-09-02 18:52,23.89,14.44,55.28,190.00,11.50,1015.10,0.00
CID,2017-09-02 19:52,24.44,15.56,58.04,220.00,11.50,1014.20,0.00
CID,2017-09-02 20:52,24.44,16.67,62.30,220.00,9.20,1013.90,0.00
CID,2017-09-02 21:52,25.00,17.22,62.00,250.00,12.65,1013.60,0.00
CID,2017-09-02 22:52,23.89,17.78,68.64,300.00,5.75,1014.00,0.00
CID,2017-09-02 23:52,22.78,18.33,75.75,290.00,4.60,1014.00,0.00
CID,2017-09-03 00:52,20.00,17.22,84.03,290.00,5.75,1014.20,0.00
CID,2017-09-03 01:52,18.33,17.22,93.56,290.00,4.60,1014.60,0.00
CID,2017-09-03 02:52,17.78,17.22,96.55,320.00,4.60,1015.00,0.00
CID,2017-09-03 03:52,16.67,16.67,100.00,330.00,6.90,1015.20,0.00
CID,2017-09-03 04:52,16.11,16.11,100.00,320.00,5.75,1015.10,0.00
CID,2017-09-03 05:52,15.56,15.56,100.00,300.00,5.75,1015.10,0.00
CID,2017-09-03 06:52,14.44,14.44,100.00,310.00,4.60,1015.00,0.00
CID,2017-09-03 07:52,13.89,13.89,100.00,300.00,5.75,1015.20,0.00
CID,2017-09-03 08:52,13.89,13.89,100.00,270.00,6.90,1015.60,0.00
CID,2017-09-03 09:52,13.89,12.78,93.01,290.00,8.05,1016.10,0.00
CID,2017-09-03 10:52,12.78,12.22,96.42,300.00,6.90,1016.60,0.00
CID,2017-09-03 11:52,12.22,12.22,100.00,300.00,4.60,1017.10,0.00
CID,2017-09-03 12:52,12.22,12.22,100.00,0.00,0.00,1017.50,0.00
CID,2017-09-03 13:52,13.89,12.78,93.01,260.00,3.45,1017.60,0.00
CID,2017-09-03 14:52,13.89,12.78,93.01,270.00,3.45,1017.70,0.00
CID,2017-09-03 15:52,13.89,12.78,93.01,,3.45,1017.60,0.00
CID,2017-09-03 16:52,26.67,11.67,39.23,210.00,5.75,1017.10,0.00
CID,2017-09-03 17:52,27.78,11.11,35.41,200.00,6.90,1016.30,0.00
CID,2017-09-03 18:52,27.78,11.67,36.87,230.00,8.05,1016.00,0.00
CID,2017-09-03 19:52,28.89,12.22,35.72,210.00,9.20,1015.40,0.00
CID,2017-09-03 20:52,28.33,12.22,37.01,200.00,10.35,1014.80,0.00
CID,2017-09-03 21:52,27.78,12.22,38.11,230.00,10.35,1014.30,0.00
CID,2017-09-03 22:52,26.67,13.33,43.44,190.00,6.90,1013.80,0.00
CID,2017-09-03 23:52,24.44,14.44,53.64,170.00,5.75,1013.30,0.00
CID,2017-09-04 00:52,21.67,14.44,63.05,180.00,4.60,1013.00,0.00
CID,2017-09-04 01:52,20.00,14.44,70.10,180.00,8.05,1012.90,0.00
CID,2017-09-04 02:52,20.56,14.44,67.50,190.00,9.20,1012.60,0.00
CID,2017-09-04 03:52,20.00,13.89,67.86,190.00,11.50,1011.80,0.00
CID,2017-09-04 04:52,20.00,13.89,67.86,190.00,12.65,1010.50,0.00
CID,2017-09-04 05:52,20.00,14.44,70.10,190.00,12.65,1010.00,0.00
CID,2017-09-04 06:52,20.00,14.44,70.10,200.00,9.20,1009.50,0.00
CID,2017-09-04 07:52,18.89,15.00,78.14,190.00,8.05,1009.00,0.00
CID,2017-09-04 08:52,18.33,15.56,84.44,190.00,8.05,1008.20,0.00
CID,2017-09-04 09:52,17.78,16.11,89.97,190.00,8.05,1007.60,0.00
CID,2017-09-04 10:52,18.33,16.67,90.64,190.00,8.05,1007.20,0.00
CID,2017-09-04 11:52,18.33,17.22,93.56,200.00,6.90,1007.20,0.00
CID,2017-09-04 12:52,20.00,17.78,87.03,220.00,9.20,1007.00,0.00
CID,2017-09-04 13:52,22.78,18.89,78.70,250.00,14.95,1006.90,0.00
CID,2017-09-04 14:26,23.33,19.44,78.77,270.00,14.95,,0.00
CID,2017-09-04 14:52,22.78,19.44,81.20,290.00,14.95,1007.70,0.00
CID,2017-09-04 15:42,22.00,19.00,83.09,320.00,11.50,,0.00
CID,2017-09-04 15:52,22.22,19.44,83.99,320.00,14.95,1008.50,0.00
CID,2017-09-04 16:52,25.00,19.44,71.03,320.00,14.95,1008.80,0.00
CID,2017-09-04 17:32,25.56,15.56,53.95,320.00,20.70,,0.00
CID,2017-09-04 17:52,25.56,12.78,44.90,320.00,16.10,1009.20,0.00
CID,2017-09-04 18:52,23.89,11.67,46.44,330.00,14.95,1009.90,0.00
CID,2017-09-04 19:52,23.33,11.67,48.18,330.00,11.50,1009.90,0.00
CID,2017-09-04 20:52,23.33,11.67,48.18,320.00,16.10,1010.40,0.00
CID,2017-09-04 21:52,21.67,11.67,52.96,320.00,12.65,1011.00,0.00
CID,2017-09-04 22:52,20.56,12.22,58.60,290.00,9.20,1011.40,0.00
CID,2017-09-04 23:52,18.33,12.78,70.28,280.00,9.20,1011.30,0.00
CID,2017-09-05 00:52,17.22,13.89,80.76,290.00,9.20,1011.60,0.00
CID,2017-09-05 01:52,16.11,13.89,86.67,290.00,9.20,1011.90,0.00
CID,2017-09-05 02:52,17.22,10.00,62.49,330.00,19.55,1012.90,0.00
CID,2017-09-05 03:52,16.11,9.44,64.37,310.00,11.50,1012.90,0.00
CID,2017-09-05 04:52,13.89,10.00,77.38,310.00,8.05,1013.70,0.00
CID,2017-09-05 05:52,11.67,10.00,89.18,290.00,8.05,1014.10,0.00
CID,2017-09-05 06:52,10.00,10.00,100.00,290.00,4.60,1014.40,0.00
CID,2017-09-05 07:52,10.00,9.44,95.98,300.00,6.90,1014.70,0.00
CID,2017-09-05 08:52,9.44,8.89,96.69,310.00,5.75,1014.70,0.00
CID,2017-09-05 09:52,10.00,9.44,95.98,290.00,8.05,1015.00,0.00
CID,2017-09-05 10:52,9.44,8.33,92.77,310.00,8.05,1015.20,0.00
CID,2017-09-05 11:52,8.33,7.78,96.66,300.00,6.90,1016.00,0.00
CID,2017-09-05 12:52,10.00,8.89,92.80,300.00,9.20,1016.20,0.00
CID,2017-09-05 13:52,12.78,8.89,77.21,310.00,13.80,1016.30,0.00
CID,2017-09-05 14:52,15.00,8.89,66.83,310.00,12.65,1016.50,0.00
CID,2017-09-05 15:52,17.78,8.33,53.72,310.00,13.80,1016.50,0.00
CID,2017-09-05 16:52,19.44,5.56,40.45,310.00,24.15,1016.20,0.00
CID,2017-09-05 17:52,20.00,5.56,38.94,310.00,21.85,1016.00,0.00
CID,2017-09-05 18:52,20.00,3.89,34.53,320.00,17.25,1015.80,0.00
CID,2017-09-05 19:52,18.89,3.89,37.00,320.00,19.55,1015.80,0.00
CID,2017-09-05 20:52,18.89,3.89,37.00,320.00,23.00,1015.60,0.00
CID,2017-09-05 21:52,18.33,4.44,39.82,320.00,16.10,1015.60,0.00
CID,2017-09-05 22:52,18.33,5.00,41.55,320.00,11.50,1015.60,0.00
CID,2017-09-05 23:52,16.67,4.44,43.93,320.00,13.80,1015.70,0.00
CID,2017-09-06 00:52,13.89,5.56,57.38,320.00,9.20,1016.10,0.00
CID,2017-09-06 01:52,12.78,6.11,63.86,310.00,8.05,1016.70,0.00
CID,2017-09-06 02:52,11.11,6.67,74.35,320.00,5.75,1017.00,0.00
CID,2017-09-06 03:52,10.00,6.67,80.06,310.00,4.60,1017.20,0.00
CID,2017-09-06 04:52,11.11,7.22,76.94,330.00,5.75,1017.50,0.00
CID,2017-09-06 05:52,11.67,8.33,79.40,320.00,5.75,1017.50,0.0001
CID,2017-09-06 06:52,8.33,7.22,93.06,300.00,6.90,1017.40,0.0001
CID,2017-09-06 07:52,8.89,7.78,92.74,330.00,6.90,1017.70,0.00
CID,2017-09-06 08:52,7.22,6.67,96.63,320.00,5.75,1017.80,0.00
CID,2017-09-06 09:52,6.67,6.11,95.88,320.00,5.75,1018.00,0.00
CID,2017-09-06 10:52,6.67,6.11,95.88,330.00,4.60,1018.40,0.00
CID,2017-09-06 11:52,6.11,5.56,96.60,310.00,4.60,1019.00,0.00
CID,2017-09-06 12:52,8.33,7.22,93.06,310.00,5.75,1019.10,0.00
CID,2017-09-06 13:52,11.11,8.89,86.17,340.00,9.20,1019.50,0.00
CID,2017-09-06 14:52,13.89,8.33,68.90,340.00,10.35,1019.70,0.00
CID,2017-09-06 15:52,16.11,7.78,57.72,330.00,13.80,1019.80,0.00
CID,2017-09-06 16:52,16.11,6.67,53.69,340.00,12.65,1019.80,0.00
CID,2017-09-06 17:52,16.11,6.11,51.48,300.00,12.65,1019.60,0.00
CID,2017-09-06 18:52,17.22,6.11,47.97,340.00,10.35,1019.40,0.00
CID,2017-09-06 19:52,17.78,6.11,46.32,340.00,10.35,1019.00,0.00
CID,2017-09-06 20:52,18.33,6.11,44.88,350.00,12.65,1018.80,0.00
CID,2017-09-06 21:52,18.33,6.11,44.88,,5.75,1018.50,0.00
CID,2017-09-06 22:52,16.67,5.56,47.83,350.00,8.05,1018.70,0.00
CID,2017-09-06 23:52,14.44,8.33,66.70,300.00,5.75,1018.40,0.00
CID,2017-09-07 00:52,13.33,8.33,71.69,310.00,3.45,1018.70,0.00
CID,2017-09-07 01:52,11.67,8.33,79.40,300.00,4.60,1019.00,0.00
CID,2017-09-07 02:52,9.44,7.22,86.33,270.00,3.45,1019.00,0.00
CID,2017-09-07 03:52,8.89,7.78,92.74,0.00,0.00,1019.00,0.00
CID,2017-09-07 04:52,8.33,7.22,93.06,0.00,0.00,1019.00,0.00
CID,2017-09-07 05:52,8.33,7.22,93.06,0.00,0.00,1018.90,0.00
CID,2017-09-07 06:52,7.78,7.22,96.28,0.00,0.00,1018.70,0.00
CID,2017-09-07 07:52,6.67,6.67,100.00,270.00,4.60,1018.50,0.00
CID,2017-09-07 08:52,7.22,6.67,96.63,0.00,0.00,1018.40,0.00
CID,2017-09-07 09:52,6.67,6.67,100.00,0.00,0.00,1018.30,0.00
CID,2017-09-07 10:52,7.22,6.67,96.63,290.00,5.75,1018.30,0.00
CID,2017-09-07 11:52,7.78,7.22,96.28,0.00,0.00,1018.60,0.00
CID,2017-09-07 12:52,9.44,8.89,96.69,290.00,3.45,1018.80,0.00
CID,2017-09-07 13:52,10.00,8.33,89.04,310.00,4.60,1018.70,0.00
CID,2017-09-07 14:52,15.00,8.33,64.12,310.00,8.05,1018.70,0.00
CID,2017-09-07 15:52,17.78,7.78,51.93,300.00,9.20,1018.80,0.00
CID,2017-09-07 16:52,19.44,5.56,40.45,270.00,9.20,1018.90,0.00
CID,2017-09-07 17:52,21.11,5.00,34.85,340.00,12.65,1018.50,0.00
CID,2017-09-07 18:52,21.11,4.44,33.39,,5.75,1018.30,0.00
CID,2017-09-07 18:54,21.67,4.44,32.16,,5.75,,0.00
CID,2017-09-07 19:52,21.67,4.44,32.16,320.00,14.95,1017.70,0.00
CID,2017-09-07 20:52,22.22,5.56,33.97,310.00,6.90,1017.30,0.00
CID,2017-09-07 21:52,22.22,6.67,36.68,,3.45,1017.10,0.00
CID,2017-09-07 22:52,21.11,7.78,42.20,250.00,9.20,1017.20,0.00
CID,2017-09-07 23:52,18.33,9.44,56.12,220.00,4.60,1017.00,0.00
CID,2017-09-08 00:52,15.56,10.00,69.24,170.00,3.45,1017.20,0.0001
CID,2017-09-08 01:52,12.78,10.00,83.20,180.00,3.45,1017.90,0.00
CID,2017-09-08 02:52,11.67,9.44,85.59,180.00,4.60,1017.70,0.00
CID,2017-09-08 03:52,11.67,9.44,85.59,190.00,4.60,1017.70,0.00
CID,2017-09-08 04:52,12.22,8.89,80.07,200.00,4.60,1017.90,0.00
CID,2017-09-08 05:52,11.11,8.33,82.68,190.00,5.75,1018.20,0.00
CID,2017-09-08 06:52,11.11,8.33,82.68,200.00,5.75,1018.40,0.00
CID,2017-09-08 07:52,11.11,8.33,82.68,190.00,4.60,1018.30,0.00
CID,2017-09-08 08:52,10.00,7.78,86.06,200.00,5.75,1018.70,0.00
CID,2017-09-08 09:52,10.56,7.78,82.62,210.00,5.75,1018.80,0.00
CID,2017-09-08 10:52,9.44,7.78,89.67,180.00,4.60,1019.40,0.00
CID,2017-09-08 11:52,8.89,7.78,92.74,200.00,3.45,1020.00,0.00
CID,2017-09-08 12:52,11.11,8.89,86.17,170.00,3.45,1020.60,0.00
CID,2017-09-08 13:52,16.11,11.67,75.20,210.00,4.60,1020.90,0.00
CID,2017-09-08 14:52,20.00,11.11,56.55,200.00,6.90,1021.40,0.00
CID,2017-09-08 15:52,21.67,10.56,49.20,200.00,3.45,1021.50,0.00
CID,2017-09-08 16:52,23.89,11.11,44.59,180.00,5.75,1021.40,0.00
CID,2017-09-08 17:52,25.56,11.11,40.23,160.00,5.75,1021.30,0.00
CID,2017-09-08 18:52,26.11,10.00,36.27,0.00,0.00,1021.20,0.00
CID,2017-09-08 19:52,27.22,10.56,35.38,0.00,0.00,1020.60,0.00
CID,2017-09-08 20:52,26.67,10.56,36.44,,4.60,1020.40,0.00
CID,2017-09-08 21:52,26.67,10.56,36.44,170.00,4.60,1020.50,0.00
CID,2017-09-08 22:52,26.11,10.56,37.78,110.00,8.05,1020.70,0.00
CID,2017-09-08 23:52,22.78,12.22,51.33,90.00,6.90,1021.00,0.00
CID,2017-09-09 00:52,19.44,12.78,65.56,90.00,8.05,1021.60,0.00
CID,2017-09-09 01:52,18.33,13.89,75.56,90.00,17.25,1022.50,0.00
CID,2017-09-09 02:52,16.67,13.33,80.11,90.00,17.25,1023.10,0.00
CID,2017-09-09 03:52,15.56,12.78,83.23,90.00,17.25,1023.70,0.00
CID,2017-09-09 04:52,13.89,12.22,89.68,100.00,11.50,1024.10,0.00
CID,2017-09-09 05:52,13.33,11.11,86.71,110.00,12.65,1024.50,0.00
CID,2017-09-09 06:52,12.22,9.44,82.82,110.00,11.50,1024.80,0.00
CID,2017-09-09 07:52,11.67,9.44,85.59,100.00,8.05,1024.90,0.00
CID,2017-09-09 08:52,10.56,9.44,92.14,100.00,8.05,1025.40,0.00
CID,2017-09-09 09:52,10.56,9.44,92.14,100.00,8.05,1025.40,0.00
CID,2017-09-09 10:52,10.00,9.44,95.98,120.00,6.90,1025.70,0.00
CID,2017-09-09 11:52,10.00,9.44,95.98,110.00,8.05,1025.80,0.00
CID,2017-09-09 12:52,11.67,10.00,89.18,110.00,10.35,1026.40,0.00
CID,2017-09-09 13:52,13.89,11.11,83.33,110.00,12.65,1026.50,0.00
CID,2017-09-09 14:52,17.22,11.67,70.07,120.00,13.80,1026.80,0.00
CID,2017-09-09 15:52,19.44,12.22,63.21,110.00,10.35,1026.70,0.00
CID,2017-09-09 16:52,21.67,12.22,54.73,120.00,11.50,1026.40,0.00
CID,2017-09-09 17:52,23.89,12.22,47.99,110.00,12.65,1025.90,0.00
CID,2017-09-09 18:52,25.56,12.78,44.90,120.00,12.65,1025.60,0.00
CID,2017-09-09 19:52,26.67,11.67,39.23,140.00,12.65,1025.00,0.00
CID,2017-09-09 20:52,26.11,11.67,40.67,130.00,11.50,1024.80,0.00
CID,2017-09-09 21:52,26.11,12.22,42.03,120.00,13.80,1024.50,0.00
CID,2017-09-09 22:52,25.00,12.78,46.57,120.00,11.50,1024.60,0.00
CID,2017-09-09 23:52,21.67,13.33,58.65,110.00,8.05,1024.50,0.00
CID,2017-09-10 00:52,17.78,13.33,74.93,100.00,6.90,1024.70,0.00
CID,2017-09-10 01:52,17.78,14.44,80.54,100.00,10.35,1025.20,0.00
CID,2017-09-10 02:52,17.22,14.44,83.42,110.00,9.20,1025.40,0.00
CID,2017-09-10 03:52,16.67,14.44,86.11,110.00,8.05,1025.60,0.00
CID,2017-09-10 04:52,16.11,13.89,86.67,120.00,10.35,1025.90,0.00
CID,2017-09-10 05:52,15.56,13.33,85.99,120.00,8.05,1026.10,0.00
CID,2017-09-10 06:52,13.89,12.78,93.01,110.00,9.20,1026.40,0.00
CID,2017-09-10 07:52,13.33,12.22,93.32,110.00,8.05,1026.50,0.00
CID,2017-09-10 08:52,12.78,11.67,93.29,110.00,5.75,1026.70,0.00
CID,2017-09-10 09:52,11.67,11.11,96.03,110.00,5.75,1026.80,0.00
CID,2017-09-10 10:52,10.56,10.00,96.00,100.00,5.75,1027.40,0.00
CID,2017-09-10 11:52,10.56,10.00,96.00,100.00,8.05,1027.90,0.00
CID,2017-09-10 12:52,12.22,10.56,89.88,110.00,8.05,1028.20,0.00
CID,2017-09-10 13:52,16.11,10.00,67.06,130.00,11.50,1028.10,0.00
CID,2017-09-10 14:52,18.33,11.11,62.96,140.00,11.50,1028.30,0.00
CID,2017-09-10 15:52,21.11,12.22,56.82,150.00,9.20,1027.90,0.00
CID,2017-09-10 16:52,22.78,12.78,53.23,150.00,11.50,1027.40,0.00
CID,2017-09-10 17:52,24.44,13.33,49.91,130.00,12.65,1027.00,0.00
CID,2017-09-10 18:52,25.00,12.78,46.57,130.00,12.65,1026.20,0.00
CID,2017-09-10 19:52,25.56,12.22,43.30,130.00,11.50,1025.40,0.00
CID,2017-09-10 20:52,25.56,12.22,43.30,160.00,9.20,1025.00,0.00
CID,2017-09-10 21:52,25.00,11.67,43.44,120.00,12.65,1024.80,0.00
CID,2017-09-10 22:52,23.89,11.67,46.44,120.00,10.35,1024.80,0.00
CID,2017-09-10 23:52,20.56,12.22,58.60,120.00,6.90,1025.00,0.00
CID,2017-09-11 00:52,15.56,11.67,77.65,100.00,8.05,1025.20,0.00
CID,2017-09-11 01:52,13.89,11.11,83.33,100.00,10.35,1025.40,0.00
CID,2017-09-11 02:52,12.22,10.00,86.29,100.00,9.20,1025.50,0.00
CID,2017-09-11 03:52,13.33,9.44,77.28,120.00,8.05,1025.40,0.00
CID,2017-09-11 04:52,12.22,8.89,80.07,130.00,6.90,1025.30,0.00
CID,2017-09-11 05:52,11.67,8.33,79.40,130.00,3.45,1025.00,0.00
CID,2017-09-11 06:52,10.56,8.33,85.48,130.00,3.45,1025.00,0.00
CID,2017-09-11 07:52,10.00,7.78,86.06,140.00,3.45,1024.60,0.00
CID,2017-09-11 08:52,7.78,7.22,96.28,110.00,4.60,1024.20,0.00
CID,2017-09-11 09:52,7.78,7.22,96.28,100.00,4.60,1024.20,0.00
CID,2017-09-11 10:52,7.22,6.67,96.63,110.00,4.60,1024.40,0.00
CID,2017-09-11 11:52,7.22,6.67,96.63,100.00,4.60,1024.90,0.00
CID,2017-09-11 12:52,10.56,9.44,92.14,110.00,5.75,1025.20,0.00
CID,2017-09-11 13:52,14.44,11.11,80.67,130.00,3.45,1025.10,0.00
CID,2017-09-11 14:52,17.78,10.56,62.85,190.00,5.75,1025.00,0.00
CID,2017-09-11 15:52,20.56,10.00,50.56,170.00,4.60,1024.70,0.00
CID,2017-09-11 16:52,22.78,8.89,41.10,130.00,4.60,1024.20,0.00
CID,2017-09-11 17:52,23.89,8.89,38.43,0.00,0.00,1023.20,0.00
CID,2017-09-11 18:52,25.00,10.00,38.74,150.00,6.90,1022.30,0.00
CID,2017-09-11 19:52,25.00,10.00,38.74,150.00,4.60,1021.50,0.00
CID,2017-09-11 20:52,25.00,10.00,38.74,,3.45,1021.00,0.00
CID,2017-09-11 21:52,26.11,11.11,39.06,70.00,8.05,1020.20,0.00
CID,2017-09-11 22:52,24.44,11.11,43.28,100.00,6.90,1020.00,0.00
CID,2017-09-11 23:52,21.67,12.22,54.73,90.00,6.90,1019.90,0.00
CID,2017-09-12 00:52,17.78,12.78,72.52,120.00,6.90,1019.80,0.00
CID,2017-09-12 01:52,17.22,11.67,70.07,100.00,5.75,1019.50,0.00
CID,2017-09-12 02:52,15.56,11.11,74.57,0.00,0.00,1019.30,0.00
CID,2017-09-12 03:52,15.00,10.56,75.02,110.00,3.45,1019.30,0.00
CID,2017-09-12 04:52,13.89,10.56,80.60,120.00,3.45,1018.90,0.00
CID,2017-09-12 05:52,14.44,10.56,78.03,0.00,0.00,1018.40,0.00
CID,2017-09-12 06:52,13.33,10.00,80.52,120.00,3.45,1018.20,0.00
CID,2017-09-12 07:52,13.33,10.00,80.52,0.00,0.00,1017.90,0.00
CID,2017-09-12 08:52,11.67,10.56,92.89,340.00,4.60,1017.70,0.00
CID,2017-09-12 09:52,12.22,10.56,89.88,0.00,0.00,1017.50,0.00
CID,2017-09-12 10:52,11.67,10.00,89.18,350.00,3.45,1017.30,0.00
CID,2017-09-12 11:52,11.11,10.00,92.86,340.00,4.60,1017.40,0.00
CID,2017-09-12 12:52,12.78,11.67,93.29,0.00,0.00,1017.30,0.00
CID,2017-09-12 13:52,17.78,11.67,67.66,10.00,3.45,1016.90,0.00
CID,2017-09-12 14:52,21.11,11.67,54.98,350.00,5.75,1016.70,0.00
CID,2017-09-12 15:52,23.33,10.56,44.76,360.00,4.60,1016.10,0.00
CID,2017-09-12 16:52,25.00,12.22,44.90,,6.90,1015.70,0.00
CID,2017-09-12 17:52,26.67,13.33,43.44,40.00,8.05,1014.80,0.00
CID,2017-09-12 18:52,27.22,13.89,43.90,40.00,8.05,1014.10,0.00
CID,2017-09-12 19:52,27.22,14.44,45.34,,5.75,1013.10,0.00
CID,2017-09-12 20:52,27.22,15.00,47.17,70.00,8.05,1012.40,0.00
CID,2017-09-12 21:52,26.67,15.00,48.58,40.00,6.90,1011.70,0.00
CID,2017-09-12 22:52,26.11,15.56,52.38,60.00,6.90,1011.50,0.00
CID,2017-09-12 23:52,22.22,16.67,71.02,100.00,5.75,1011.10,0.00
CID,2017-09-13 00:52,20.00,15.56,75.84,90.00,3.45,1010.80,0.00
CID,2017-09-13 01:52,17.78,15.00,83.78,0.00,0.00,1010.70,0.00
CID,2017-09-13 02:52,18.89,15.56,81.27,0.00,0.00,1010.20,0.00
CID,2017-09-13 03:52,17.78,15.56,87.14,340.00,3.45,1010.00,0.00
CID,2017-09-13 04:52,16.67,15.56,93.16,340.00,3.45,1009.70,0.00
CID,2017-09-13 05:52,15.56,15.00,96.15,350.00,3.45,1009.50,0.00
CID,2017-09-13 06:52,14.44,14.44,100.00,0.00,0.00,1009.30,0.00
CID,2017-09-13 07:52,15.00,15.00,100.00,80.00,3.45,1009.20,0.00
CID,2017-09-13 08:52,13.89,13.33,96.10,0.00,0.00,1009.10,0.00
CID,2017-09-13 09:31,13.33,13.33,100.00,350.00,4.60,,0.00
CID,2017-09-13 09:44,-10.00,-10.00,100.00,330.00,6.90,,0.00
CID,2017-09-13 09:52,12.78,12.22,96.42,330.00,5.75,1009.20,0.00
CID,2017-09-13 10:52,11.11,11.11,100.00,0.00,0.00,1009.50,0.00
CID,2017-09-13 11:52,12.22,12.22,100.00,0.00,0.00,1009.40,0.00
CID,2017-09-13 12:52,14.44,13.89,96.81,10.00,4.60,1009.00,0.00
CID,2017-09-13 13:52,18.33,13.89,75.56,350.00,3.45,1008.90,0.00
CID,2017-09-13 14:52,20.00,10.56,54.70,110.00,5.75,1009.10,0.00
CID,2017-09-13 15:52,21.67,9.44,45.33,130.00,5.75,1008.90,0.00
CID,2017-09-13 16:52,24.44,11.11,43.28,0.00,0.00,1008.50,0.00
CID,2017-09-13 17:52,25.56,12.78,44.90,,3.45,1007.90,0.00
CID,2017-09-13 18:52,26.67,12.78,42.05,0.00,0.00,1007.20,0.00
CID,2017-09-13 19:52,28.33,13.89,41.27,350.00,3.45,1006.30,0.00
CID,2017-09-13 20:52,28.89,12.78,37.05,30.00,4.60,1006.00,0.00
CID,2017-09-13 21:52,28.33,13.33,39.66,160.00,5.75,1006.00,0.00
CID,2017-09-13 22:52,26.67,14.44,46.70,140.00,6.90,1006.30,0.00
CID,2017-09-13 23:52,23.33,14.44,57.36,130.00,5.75,1006.50,0.00
CID,2017-09-14 00:52,21.11,15.00,68.09,140.00,5.75,1006.60,0.00
CID,2017-09-14 01:52,18.89,15.00,78.14,150.00,4.60,1006.90,0.00
